empresa,marca,empreendimento,cliente,regional,obra,bloco,unidade,dt_venda,dt_chaves,carteira_sd_gerencial,saldo_devedor,data_base,total_atraso,faixa_de_atraso,dias_atraso,valor_pago_atualizado,valor_pago,status,dt_reneg,descosn,vaga,vgv
0661,CYRELA,CYRELA FOR YOU,CLIENTE 69,São Paulo,2339,01,000303,20/11/2019,01/12/2022,115013,115012.73,30/04/2021,0,0,-32,452161.95,423143.58,,,,,538156.31
0661,CYRELA,CYRELA FOR YOU,CLIENTE 70,São Paulo,2339,01,000309,14/11/2019,01/12/2022,274323,274322.58,30/04/2021,0,0,-32,159364.71,148524.68,,,,,422847.26
0661,CYRELA,CYRELA FOR YOU,CLIENTE 71,São Paulo,2339,01,000310,14/11/2019,01/12/2022,197210,197210.17,30/04/2021,0,0,-32,111715.64,103281.21,,,,,300491.38
0661,CYRELA,CYRELA FOR YOU,CLIENTE 72,São Paulo,2339,01,000405,29/02/2020,01/12/2022,115019,115019.18,30/04/2021,0,0,-32,177819.45,163864.01,,,,,278883.19
0661,CYRELA,CYRELA FOR YOU,CLIENTE 73,São Paulo,2339,01,000503,10/11/2020,01/12/2022,480201,480200.97,30/04/2021,0,0,-32,115568.98,109008.26,,,,,589209.23
0661,CYRELA,CYRELA FOR YOU,CLIENTE 74,São Paulo,2339,01,000512,26/11/2019,01/12/2022,269943,269942.74,30/04/2021,0,0,-32,40968.51,37970.08,,,,,307912.82
0661,CYRELA,CYRELA FOR YOU,CLIENTE 75,São Paulo,2339,01,000603,19/11/2019,01/12/2022,538383,538382.52,30/04/2021,0,0,-32,91726.85,84291.91,,,,,622674.43
0661,CYRELA,CYRELA FOR YOU,CLIENTE 76,São Paulo,2339,01,000609,28/11/2019,01/12/2022,390261,390261.21,30/04/2021,0,0,-32,54256.9,50496.86,,,,,440758.07
0661,CYRELA,CYRELA FOR YOU,CLIENTE 77,São Paulo,2339,01,000614,21/11/2019,01/12/2022,269174,269173.96,30/04/2021,0,0,-32,48577.85,44578.56,,,,,313752.52
0661,CYRELA,CYRELA FOR YOU,CLIENTE 78,São Paulo,2339,01,000708,19/11/2019,01/12/2022,403673,403672.92,30/04/2021,0,0,-32,75710.04,69474.68,,,,,473147.6
0661,CYRELA,CYRELA FOR YOU,CLIENTE 79,São Paulo,2339,01,000715,30/11/2019,01/12/2022,277576,277575.76,30/04/2021,0,0,-32,44559.3,41114.71,,,,,318690.47
0661,CYRELA,CYRELA FOR YOU,CLIENTE 80,São Paulo,2339,01,000806,16/12/2019,01/12/2022,315322,315322.04,30/04/2021,0,0,-32,59027.77,54214.69,,,,,369536.73
0661,CYRELA,CYRELA FOR YOU,CLIENTE 81,São Paulo,2339,01,000810,30/11/2019,01/12/2022,272789,272788.91,30/04/2021,0,0,-32,51030.99,46792.62,,,,,319581.53
0661,CYRELA,CYRELA FOR YOU,CLIENTE 82,São Paulo,2339,01,000811,31/12/2019,01/12/2022,272029,272029.32,30/04/2021,0,0,-32,50410.76,46482.3,,,,,318511.62
0661,CYRELA,CYRELA FOR YOU,CLIENTE 83,São Paulo,2339,01,000813,30/11/2019,01/12/2022,279404,279404.42,30/04/2021,0,0,-32,44497.22,40849.12,,,,,320253.54
0661,CYRELA,CYRELA FOR YOU,CLIENTE 84,São Paulo,2339,01,000908,30/11/2019,01/12/2022,441158,441158.22,30/04/2021,0,0,-32,44856.59,41431.64,,,,,482589.86
0661,CYRELA,CYRELA FOR YOU,CLIENTE 85,São Paulo,2339,01,000909,14/11/2019,01/12/2022,386569,386568.68,30/04/2021,0,0,-32,69995.41,64024.82,,,,,450593.5
0661,CYRELA,CYRELA FOR YOU,CLIENTE 86,São Paulo,2339,01,000910,14/11/2019,01/12/2022,287720,287720.39,30/04/2021,0,0,-32,40124.7,37002.45,,,,,324722.84
0661,CYRELA,CYRELA FOR YOU,CLIENTE 87,São Paulo,2339,01,001007,21/11/2019,01/12/2022,311380,311380.32,30/04/2021,0,0,-32,49724.93,45982.38,,,,,357362.7
0661,CYRELA,CYRELA FOR YOU,CLIENTE 88,São Paulo,2339,01,001010,30/11/2019,01/12/2022,233595,233594.69,30/04/2021,0,0,-32,86991.85,78868.07,,,,,312462.76
0661,CYRELA,CYRELA FOR YOU,CLIENTE 89,São Paulo,2339,01,001014,30/11/2019,01/12/2022,233595,233594.69,30/04/2021,0,0,-32,87542.82,79536.3,,,,,313130.99
0661,CYRELA,CYRELA FOR YOU,CLIENTE 90,São Paulo,2339,01,001101,14/11/2019,01/12/2022,353829,353829.19,30/04/2021,0,0,-32,118334.43,109310.87,,,,,463140.06
0661,CYRELA,CYRELA FOR YOU,CLIENTE 91,São Paulo,2339,01,001105,31/01/2020,01/12/2022,253542,253541.6,30/04/2021,0,0,-32,59107.08,54624.48,,,,,308166.08
0661,CYRELA,CYRELA FOR YOU,CLIENTE 92,São Paulo,2339,01,001108,28/11/2019,01/12/2022,255524,255524.46,30/04/2021,0,0,-32,213295.24,194073.87,,,,,449598.33
0661,CYRELA,CYRELA FOR YOU,CLIENTE 93,São Paulo,2339,01,001114,28/11/2019,01/12/2022,248689,248688.5,30/04/2021,0,0,-32,66589.24,60774.46,,,,,309462.96
0661,CYRELA,CYRELA FOR YOU,CLIENTE 94,São Paulo,2339,01,001205,31/12/2019,01/12/2022,288318,288318.49,30/04/2021,0,0,-32,41247.19,38522.05,,,,,326840.54
0661,CYRELA,CYRELA FOR YOU,CLIENTE 95,São Paulo,2339,01,001213,21/11/2019,01/12/2022,285010,285010.25,30/04/2021,0,0,-32,52632.94,48199.87,,,,,333210.12
0661,CYRELA,CYRELA FOR YOU,CLIENTE 96,São Paulo,2339,01,001214,21/11/2019,01/12/2022,285010,285010.25,30/04/2021,0,0,-32,52603.6,48199.87,,,,,333210.12
0661,CYRELA,CYRELA FOR YOU,CLIENTE 97,São Paulo,2339,01,001303,29/11/2019,01/12/2022,296833,296833.39,30/04/2021,0,0,-32,320039.98,287667.5,,,,,584500.89
0661,CYRELA,CYRELA FOR YOU,CLIENTE 98,São Paulo,2339,01,001307,13/12/2019,01/12/2022,229011,229011.5,30/04/2021,0,0,-32,142876.63,132538.38,,,,,361549.88
0661,CYRELA,CYRELA FOR YOU,CLIENTE 99,São Paulo,2339,01,001310,21/11/2019,01/12/2022,267164,267164,30/04/2021,0,0,-32,56285.44,51245.59,,,,,318409.59
0661,CYRELA,CYRELA FOR YOU,CLIENTE 100,São Paulo,2339,01,001314,11/12/2019,01/12/2022,280788,280787.59,30/04/2021,0,0,-32,52650.6,48320.87,,,,,329108.46
0661,CYRELA,CYRELA FOR YOU,CLIENTE 101,São Paulo,2339,01,001315,19/11/2019,01/12/2022,280788,280787.59,30/04/2021,0,0,-32,43251.88,39888.07,,,,,320675.66
0661,CYRELA,CYRELA FOR YOU,CLIENTE 102,São Paulo,2339,01,001409,19/11/2019,01/12/2022,400098,400098.29,30/04/2021,0,0,-32,76303.51,69936.49,,,,,470034.78
0661,CYRELA,CYRELA FOR YOU,CLIENTE 103,São Paulo,2339,01,001410,28/11/2019,01/12/2022,106596,106595.77,30/04/2021,0,0,-32,203693.07,185623.7,,,,,292219.47
0661,CYRELA,CYRELA FOR YOU,CLIENTE 104,São Paulo,2339,01,001501,30/11/2019,01/12/2022,396891,396891.33,30/04/2021,0,0,-32,80668.99,74068.66,,,,,470959.99
0661,CYRELA,CYRELA FOR YOU,CLIENTE 105,São Paulo,2339,01,001601,30/11/2019,01/12/2022,400698,400698.41,30/04/2021,0,0,-32,81378,74779.13,,,,,475477.54
0661,CYRELA,CYRELA FOR YOU,CLIENTE 106,São Paulo,2339,01,001608,21/11/2019,01/12/2022,429158,429157.85,30/04/2021,0,0,-32,66137.56,60995.75,,,,,490153.6
0661,CYRELA,CYRELA FOR YOU,CLIENTE 107,São Paulo,2339,01,001609,19/11/2019,01/12/2022,167197,167197.22,30/04/2021,0,0,-32,270769.84,245087.86,,,,,412285.08
0661,CYRELA,CYRELA FOR YOU,CLIENTE 108,São Paulo,2339,01,001610,26/11/2019,01/12/2022,287620,287619.92,30/04/2021,0,0,-32,54242.61,147521.52,,,,,435141.44
0661,CYRELA,CYRELA FOR YOU,CLIENTE 109,São Paulo,2339,01,001611,28/11/2019,01/12/2022,302150,302150.11,30/04/2021,0,0,-32,40711.52,37639.83,,,,,339789.94
0661,CYRELA,CYRELA FOR YOU,CLIENTE 110,São Paulo,2339,01,001615,26/11/2019,01/12/2022,301091,301090.88,30/04/2021,0,0,-32,43752.19,40047.33,,,,,341138.21
0661,CYRELA,CYRELA FOR YOU,CLIENTE 111,São Paulo,2339,01,001713,31/05/2020,01/12/2022,230375,230375.07,30/04/2021,0,0,-32,90450.35,82325.78,,,,,312700.85
0661,CYRELA,CYRELA FOR YOU,CLIENTE 112,São Paulo,2339,01,001803,19/11/2019,01/12/2022,230183,230182.53,30/04/2021,0,0,-32,396285.45,359442.5,,,,,589625.03
0661,CYRELA,CYRELA FOR YOU,CLIENTE 113,São Paulo,2339,01,001804,31/03/2020,01/12/2022,262506,262505.74,30/04/2021,0,0,-32,208634.4,195176.04,,,,,457681.78
0661,CYRELA,CYRELA FOR YOU,CLIENTE 114,São Paulo,2339,01,001910,15/09/2020,01/12/2022,241122,390261.21,30/04/2021,0,0,-32,116952.29,108832.34,,,,,499093.55
0414,CYRELA,CYRELA HAUS BY YOO,CLIENTE 115,São Paulo,7869,01,000062,25/09/2018,01/01/2022,1365584,1365584.39,30/04/2021,0,0,-32,784942.54,710767.46,,,,,2076351.85
0414,CYRELA,CYRELA HAUS BY YOO,CLIENTE 116,São Paulo,7869,01,000123,25/09/2018,01/01/2022,1631932,1631931.87,30/04/2021,0,0,-32,628180.39,562768.1,,,,,2194699.97
0414,CYRELA,CYRELA HAUS BY YOO,CLIENTE 117,São Paulo,7869,01,000171,25/09/2018,01/01/2022,1276072,1276072.32,30/04/2021,0,0,-32,1138241.84,969494.14,,,,,2245566.46
0414,CYRELA,CYRELA HAUS BY YOO,CLIENTE 118,São Paulo,7869,01,000113,27/09/2018,01/01/2022,1723893,1723892.77,30/04/2021,0,0,-32,680876.7,624587.57,,,,,2348480.34
0414,CYRELA,CYRELA HAUS BY YOO,CLIENTE 119,São Paulo,7869,01,000174,27/09/2018,01/01/2022,1459103,1459103.32,30/04/2021,0,0,-32,923842.49,810623.85,,,,,2269727.17
0414,CYRELA,CYRELA HAUS BY YOO,CLIENTE 120,São Paulo,7869,01,000211,27/09/2018,01/01/2022,1972365,1972364.62,30/04/2021,0,0,-32,689430.18,612002.44,,,,,2584367.06
0414,CYRELA,CYRELA HAUS BY YOO,CLIENTE 121,São Paulo,7869,01,000101,08/10/2018,01/01/2022,1667122,1667121.76,30/04/2021,0,0,-32,645584.29,573836.36,,,,,2240958.12
2867,CYRELA,CYRELA IBIRAPUERA BY YOO,CLIENTE 122,São Paulo,7639,01,000134,31/10/2018,01/03/2022,1923775,1923774.64,30/04/2021,0,0,-32,508970.78,453874.12,,,,,2377648.76
2867,CYRELA,CYRELA IBIRAPUERA BY YOO,CLIENTE 123,São Paulo,7639,01,000104,08/11/2018,01/03/2022,1454738,1454737.97,30/04/2021,0,0,-32,865606.08,774353.87,,,,,2229091.84
2867,CYRELA,CYRELA IBIRAPUERA BY YOO,CLIENTE 124,São Paulo,7639,01,000182,13/11/2018,01/03/2022,709412,709411.58,30/04/2021,0,0,-32,2950659.46,2676831.87,,,,,3386243.45
2867,CYRELA,CYRELA IBIRAPUERA BY YOO,CLIENTE 125,São Paulo,7639,01,000264,13/11/2018,01/03/2022,1119887,1119886.83,30/04/2021,0,0,-32,1324407.91,1180042.69,,,,,2299929.52
2867,CYRELA,CYRELA IBIRAPUERA BY YOO,CLIENTE 126,São Paulo,7639,01,000123,17/11/2018,01/03/2022,1812479,1812478.98,30/04/2021,0,0,-32,569222.19,511243.59,,,,,2323722.57
2867,CYRELA,CYRELA IBIRAPUERA BY YOO,CLIENTE 127,São Paulo,7639,01,000041,19/11/2018,01/03/2022,2841885,2841885.09,30/04/2021,0,0,-32,880796.51,797160.19,,,,,3639045.28
2867,CYRELA,CYRELA IBIRAPUERA BY YOO,CLIENTE 128,São Paulo,7639,01,000051,22/11/2018,01/03/2022,2905061,2905061.36,30/04/2021,0,0,-32,824626.26,744176.54,,,,,3649237.9
2867,CYRELA,CYRELA IBIRAPUERA BY YOO,CLIENTE 129,São Paulo,7639,01,000032,23/11/2018,01/03/2022,2849491,2849490.9,30/04/2021,0,0,-32,771128.41,694570.41,,,,,3544061.31
2867,CYRELA,CYRELA IBIRAPUERA BY YOO,CLIENTE 130,São Paulo,7639,01,000274,23/11/2018,01/03/2022,1127708,1127707.89,30/04/2021,0,0,-32,1444705.72,1287401.03,,,,,2415108.92
2867,CYRELA,CYRELA IBIRAPUERA BY YOO,CLIENTE 131,São Paulo,7639,01,000262,26/11/2018,01/03/2022,4013344,4013343.78,30/04/2021,0,0,-32,1037314.62,934295.95,,,,,4947639.73
2867,CYRELA,CYRELA IBIRAPUERA BY YOO,CLIENTE 132,São Paulo,7639,01,000111,27/11/2018,01/03/2022,2867780,2867779.79,30/04/2021,0,0,-32,927575.56,839924.33,,,,,3707704.12
2867,CYRELA,CYRELA IBIRAPUERA BY YOO,CLIENTE 133,São Paulo,7639,01,000221,30/11/2018,01/03/2022,3350447,3350446.82,30/04/2021,0,0,-32,771615.03,699384.16,,,,,4049830.98
